"","id","clicks","cond","week"
"131291",874908,34,"A",4
"131296",597696,2,"B",4
"131297",864955,13,"A",4
"131298",376909,31,"B",4
"131301",723821,21,"A",4
"131302",142306,24,"B",4
"131303",475934,7,"A",4
"131304",302956,12,"B",4
"131305",776658,67,"A",4
"131306",461910,11,"B",4
"131307",434957,42,"A",4
"131309",674002,58,"A",4
"131310",897546,14,"B",4
"131311",225744,36,"A",4
"131313",318655,28,"A",4
"131316",921116,16,"B",4
"131318",394810,22,"B",4
"131322",307475,20,"B",4
"131324",517502,22,"B",4
"131325",340315,4,"A",4
"131329",401839,21,"A",4
"131332",328796,11,"B",4
"131334",399052,28,"B",4
"131337",187632,12,"A",4
"131341",627802,53,"A",4
"131343",398515,34,"A",4
"131345",271764,14,"A",4
"131346",239544,6,"B",4
"131348",637885,27,"B",4
"131350",282783,11,"B",4
"131351",123569,23,"A",4
"131352",922623,12,"B",4
"131353",186231,12,"A",4
"131354",501504,11,"B",4
"131356",624203,12,"B",4
"131359",580390,29,"A",4
"131360",849458,51,"B",4
"131362",716725,14,"B",4
"131366",367293,35,"B",4
"131369",814870,43,"A",4
"131370",137563,33,"B",4
"131373",859433,43,"A",4
"131374",544045,44,"B",4
"131375",825158,20,"A",4
"131376",593514,30,"B",4
"131378",393802,5,"B",4
"131379",127011,15,"A",4
"131381",791562,26,"A",4
"131382",505415,20,"B",4
"131383",767284,13,"A",4
"131384",951021,29,"B",4
"131386",140611,13,"B",4
"131388",519850,8,"B",4
"131390",579736,32,"B",4
"131391",320873,70,"A",4
"131392",608060,19,"B",4
"131393",292396,51,"A",4
"131395",668174,2,"A",4
"131399",621544,36,"A",4
"131400",426519,11,"B",4
"131401",715823,33,"A",4
"131402",858296,13,"B",4
"131403",974640,25,"A",4
"131408",205273,21,"B",4
"131411",748274,30,"A",4
"131412",603775,34,"B",4
"131413",960896,6,"A",4
"131416",147880,44,"B",4
"131417",534602,7,"A",4
"131418",344120,32,"B",4
"131420",560577,16,"B",4
"131424",591580,40,"B",4
"131426",125004,11,"B",4
"131427",217317,4,"A",4
"131429",462681,21,"A",4
"131430",406488,1,"B",4
"131431",936954,48,"A",4
"131433",239156,35,"A",4
"131434",244594,30,"B",4
"131437",229165,14,"A",4
"131439",208404,6,"A",4
"131440",416723,37,"B",4
"131442",974133,25,"B",4
"131443",436439,38,"A",4
"131445",776222,14,"A",4
"131447",475183,30,"A",4
"131448",197847,17,"B",4
"131449",701258,59,"A",4
"131450",274797,10,"B",4
"131451",567153,9,"A",4
"131452",502280,8,"B",4
"131453",872920,28,"A",4
"131459",391612,30,"A",4
"131462",480269,10,"B",4
"131464",872493,8,"B",4
"131466",842103,18,"B",4
"131472",177854,2,"B",4
"131478",519400,29,"B",4
"131481",698663,34,"A",4
"131484",244452,5,"B",4
"131489",255726,20,"A",4
"131492",166618,4,"B",4
"131493",370905,25,"A",4
"131494",581120,29,"B",4
"131500",376805,19,"B",4
"131503",879754,6,"A",4
"131505",947612,7,"A",4
"131506",775884,33,"B",4
"131508",703855,29,"B",4
"131510",125205,30,"B",4
"131511",989546,19,"A",4
"131512",720868,37,"B",4
"131513",434440,28,"A",4
"131515",374504,9,"A",4
"131517",834754,30,"A",4
"131519",448685,3,"A",4
"131522",760178,13,"B",4
"131524",352317,11,"B",4
"131526",467504,5,"B",4
"131527",833795,4,"A",4
"131528",133355,6,"B",4
"131529",688025,8,"A",4
"131531",291839,32,"A",4
"131532",405886,44,"B",4
"131533",173328,18,"A",4
"131536",332159,9,"B",4
"131539",822661,3,"A",4
"131540",685575,18,"B",4
"131541",713239,40,"A",4
"131542",697746,6,"B",4
"131543",259654,15,"A",4
"131546",854411,40,"B",4
"131547",364825,16,"A",4
"131549",425265,6,"A",4
"131550",133615,50,"B",4
"131551",394549,30,"A",4
"131552",508543,33,"B",4
"131553",613545,39,"A",4
"131554",485646,7,"B",4
"131558",651627,2,"B",4
"131563",432252,1,"A",4
"131564",820575,18,"B",4
"131566",923533,42,"B",4
"131567",296723,14,"A",4
"131568",486092,2,"B",4
"131572",498095,30,"B",4
"131573",572447,23,"A",4
"131575",956285,16,"A",4
"131579",709545,4,"A",4
"131580",275145,20,"B",4
"131581",599706,35,"A",4
"131584",175856,31,"B",4
"131586",760794,9,"B",4
"131587",688429,31,"A",4
"131589",677234,3,"A",4
"131591",886646,36,"A",4
"131593",559664,6,"A",4
"131594",466973,10,"B",4
"131595",593740,38,"A",4
"131597",740791,18,"A",4
"131598",361966,40,"B",4
"131599",891478,28,"A",4
"131600",572682,13,"B",4
"131606",874737,4,"B",4
"131610",225839,17,"B",4
"131611",637329,40,"A",4
"131612",979174,4,"B",4
"131613",767089,1,"A",4
"131614",233852,7,"B",4
"131615",470178,27,"A",4
"131617",921918,41,"A",4
"131618",735809,11,"B",4
"131619",834279,1,"A",4
"131620",754564,7,"B",4
"131621",511361,52,"A",4
"131625",790643,20,"A",4
"131626",187751,21,"B",4
"131628",203584,3,"B",4
"131629",571759,15,"A",4
"131637",518442,34,"A",4
"131638",454428,23,"B",4
"131642",743981,60,"B",4
"131643",318165,16,"A",4
"131646",719487,15,"B",4
"131647",471741,36,"A",4
"131648",736056,53,"B",4
"131649",612246,14,"A",4
"131651",458544,22,"A",4
"131654",500350,43,"B",4
"131655",210319,21,"A",4
"131656",210448,61,"B",4
"131659",311972,1,"A",4
"131660",388041,12,"B",4
"131663",240418,24,"A",4
"131664",229509,28,"B",4
"131665",429005,57,"A",4
"131668",770336,10,"B",4
"131669",729441,39,"A",4
"131670",796120,14,"B",4
"131673",692337,4,"A",4
"131675",312220,7,"A",4
"131677",423445,2,"A",4
"131684",716857,42,"B",4
"131685",898458,15,"A",4
"131687",143429,34,"A",4
"131688",817996,17,"B",4
"131690",582970,2,"B",4
"131693",698353,27,"A",4
"131694",654884,52,"B",4
"131695",926533,44,"A",4
"131697",439856,11,"A",4
"131698",159918,12,"B",4
"131701",906230,6,"A",4
"131702",988426,4,"B",4
"131704",378739,11,"B",4
"131706",759138,35,"B",4
"131707",319825,5,"A",4
"131708",610400,43,"B",4
"131709",951715,32,"A",4
"131711",416847,1,"A",4
"131712",398919,15,"B",4
"131713",974741,10,"A",4
"131714",857536,14,"B",4
"131715",272367,45,"A",4
"131717",909083,38,"A",4
"131718",885907,10,"B",4
"131721",736407,3,"A",4
"131724",273727,12,"B",4
"131726",996730,1,"B",4
"131727",896866,27,"A",4
"131728",221931,12,"B",4
"131731",133390,20,"A",4
"131736",127667,35,"B",4
"131737",257247,1,"A",4
"131738",584966,14,"B",4
"131740",653460,5,"B",4
"131741",437829,20,"A",4
"131745",627176,24,"A",4
"131746",758725,12,"B",4
"131748",670949,34,"B",4
"131750",941832,15,"B",4
"131752",930006,1,"B",4
"131753",754310,9,"A",4
"131755",595332,8,"A",4
"131756",962654,15,"B",4
"131757",253778,19,"A",4
"131758",464630,15,"B",4
"131759",475658,44,"A",4
"131760",369504,16,"B",4
"131763",165622,37,"A",4
"131765",526082,15,"A",4
"131767",807654,54,"A",4
"131769",370370,3,"A",4
"131770",967428,76,"B",4
"131774",681734,32,"B",4
"131776",716131,3,"B",4
"131787",958454,43,"A",4
"131789",730648,2,"A",4
"131791",535274,13,"A",4
"131793",527259,19,"A",4
"131794",703883,1,"B",4
"131795",393846,39,"A",4
"131797",733553,38,"A",4
"131798",141893,11,"B",4
"131799",499368,8,"A",4
"131801",599957,41,"A",4
"131806",946293,8,"B",4
"131808",243939,5,"B",4
"131811",523917,33,"A",4
"131812",239554,35,"B",4
"131813",132255,3,"A",4
"131815",289796,6,"A",4
"131817",510949,52,"A",4
"131818",221853,6,"B",4
"131819",420754,1,"A",4
"131820",895897,22,"B",4
"131822",291475,33,"B",4
"131824",737171,41,"B",4
"131827",947214,54,"A",4
"131831",657974,15,"A",4
"131834",854963,29,"B",4
"131835",517762,5,"A",4
"131836",608225,8,"B",4
"131838",861417,7,"B",4
"131840",549064,12,"B",4
"131841",340102,9,"A",4
"131842",538644,3,"B",4
"131843",711685,23,"A",4
"131848",431979,19,"B",4
"131849",201900,15,"A",4
"131851",386275,7,"A",4
"131852",252494,15,"B",4
"131858",418229,7,"B",4
"131860",212300,11,"B",4
"131863",173332,65,"A",4
"131864",930503,2,"B",4
"131865",498365,29,"A",4
"131866",742852,35,"B",4
"131868",653469,4,"B",4
"131871",325983,22,"A",4
"131872",294101,9,"B",4
"131873",565668,26,"A",4
"131875",384387,5,"A",4
"131877",532224,3,"A",4
"131878",659299,42,"B",4
"131880",996746,34,"B",4
"131883",403087,17,"A",4
"131886",460374,43,"B",4
"131887",852499,43,"A",4
"131888",648126,17,"B",4
"131889",145829,29,"A",4
"131891",833733,30,"A",4
"131892",320272,31,"B",4
"131895",158111,42,"A",4
"131904",777909,7,"B",4
"131909",396408,19,"A",4
"131910",617873,5,"B",4
"131911",995509,58,"A",4
"131912",698417,46,"B",4
"131913",476084,20,"A",4
"131914",909028,8,"B",4
"131915",243759,51,"A",4
"131916",410911,37,"B",4
"131917",628419,4,"A",4
"131921",302506,3,"A",4
"131924",964557,11,"B",4
"131929",299968,19,"A",4
"131930",662984,3,"B",4
"131932",442865,5,"B",4
"131933",976108,42,"A",4
"131934",613744,22,"B",4
"131936",193216,4,"B",4
"131937",548905,3,"A",4
"131939",523073,39,"A",4
"131942",641674,24,"B",4
"131946",210002,26,"B",4
"131947",525616,1,"A",4
"131948",887883,5,"B",4
"131949",793616,15,"A",4
"131950",932391,11,"B",4
"131951",228031,29,"A",4
"131952",658181,6,"B",4
"131953",614198,7,"A",4
"131954",928265,46,"B",4
"131956",883721,1,"B",4
"131957",899042,2,"A",4
"131958",943624,3,"B",4
"131959",221502,21,"A",4
"131961",372231,13,"A",4
"131962",453566,13,"B",4
"131963",236927,24,"A",4
"131965",279343,1,"A",4
"131966",392935,44,"B",4
"131970",148577,38,"B",4
"131971",798056,8,"A",4
"131972",783527,13,"B",4
"131975",177650,16,"A",4
"131977",288600,53,"A",4
"131978",430500,12,"B",4
"131980",313366,14,"B",4
"131981",654913,35,"A",4
"131982",780922,52,"B",4
"131983",453443,36,"A",4
"131986",810320,2,"B",4
"131988",167280,31,"B",4
"131990",422366,22,"B",4
"131991",834319,10,"A",4
"131995",615780,11,"A",4
"131996",727842,13,"B",4
"131998",689465,3,"B",4
"131999",392623,23,"A",4
"132002",505354,38,"B",4
"132003",442374,51,"A",4
"132004",551774,14,"B",4
"132007",259932,33,"A",4
"132008",679159,1,"B",4
"132011",210393,32,"A",4
"132012",365585,10,"B",4
"132018",277656,18,"B",4
"132021",464558,6,"A",4
"132022",788548,10,"B",4
"132026",616897,26,"B",4
"132027",213767,6,"A",4
"132028",583855,27,"B",4
"132031",501670,52,"A",4
"132033",200333,16,"A",4
"132034",515985,29,"B",4
"132038",898437,3,"B",4
"132041",765061,23,"A",4
"132042",966445,6,"B",4
"132044",726585,5,"B",4
"132045",276360,28,"A",4
"132046",156401,31,"B",4
"132048",862198,5,"B",4
"132049",257175,20,"A",4
"132052",477496,18,"B",4
"132054",771439,5,"B",4
"132058",727657,5,"B",4
"132059",734854,11,"A",4
"132062",407799,28,"B",4
"132064",707969,35,"B",4
"132065",642124,4,"A",4
"132067",442783,32,"A",4
"132068",729322,54,"B",4
"132069",804774,18,"A",4
"132071",565953,39,"A",4
"132072",787490,5,"B",4
"132074",914903,10,"B",4
"132076",790834,38,"B",4
"132077",435249,65,"A",4
"132078",623724,2,"B",4
"132079",362170,8,"A",4
"132081",194057,38,"A",4
"132086",304070,24,"B",4
"132087",481568,57,"A",4
"132089",828559,3,"A",4
"132090",683717,24,"B",4
"132092",644646,2,"B",4
"132093",751869,7,"A",4
"132096",779884,17,"B",4
"132100",561960,9,"B",4
"132101",283519,46,"A",4
"132102",757404,50,"B",4
"132108",843453,45,"B",4
"132110",411714,3,"B",4
"132111",418480,3,"A",4
"132112",912417,14,"B",4
"132116",633105,9,"B",4
"132117",574233,5,"A",4
"132120",556725,31,"B",4
"132122",292401,33,"B",4
"132124",553072,17,"B",4
"132126",843947,4,"B",4
"132130",742876,5,"B",4
"132133",688847,28,"A",4
"132135",925854,31,"A",4
"132138",513539,10,"B",4
"132140",750893,14,"B",4
"132143",410461,59,"A",4
"132144",493502,22,"B",4
"132145",877434,10,"A",4
"132146",752782,34,"B",4
"132149",921603,15,"A",4
"132150",996477,15,"B",4
"132156",173788,19,"B",4
"132158",455246,30,"B",4
"132159",518226,1,"A",4
"132160",182627,4,"B",4
"132162",638938,9,"B",4
"132163",139957,30,"A",4
"132164",175158,19,"B",4
"132166",896658,21,"B",4
"132168",946107,29,"B",4
"132170",402355,5,"B",4
"132172",751275,4,"B",4
"132173",835610,73,"A",4
"132176",971226,45,"B",4
"132178",327001,8,"B",4
"132181",128885,44,"A",4
"132182",588469,22,"B",4
"132184",971020,14,"B",4
"132185",769943,4,"A",4
"132190",425495,38,"B",4
"132192",568910,55,"B",4
"132196",375688,8,"B",4
"132197",697362,50,"A",4
"132199",452647,15,"A",4
"132200",854336,10,"B",4
"132202",190176,28,"B",4
"132203",421926,46,"A",4
"132206",145600,27,"B",4
"132207",801764,25,"A",4
"132211",227805,12,"A",4
"132212",852991,16,"B",4
"132213",659382,48,"A",4
"132215",604294,11,"A",4
"132216",276142,21,"B",4
"132219",841137,13,"A",4
"132223",531214,6,"A",4
"132224",390533,18,"B",4
"132226",434504,31,"B",4
"132229",713129,31,"A",4
"132233",668110,5,"A",4
"132234",330000,30,"B",4
"132236",781508,1,"B",4
"132237",272944,18,"A",4
"132238",708605,62,"B",4
"132240",674051,59,"B",4
"132241",526721,62,"A",4
"132243",430236,3,"A",4
"132244",862396,9,"B",4
"132246",195719,22,"B",4
"132249",235854,11,"A",4
"132250",516989,17,"B",4
"132253",222316,28,"A",4
"132254",708392,1,"B",4
"132255",424793,4,"A",4
"132256",247080,2,"B",4
"132259",385145,21,"A",4
"132260",156009,17,"B",4
"132261",502970,17,"A",4
"132263",161181,6,"A",4
"132264",467072,6,"B",4
"132265",634794,86,"A",4
"132266",439693,15,"B",4
"132268",970760,33,"B",4
"132269",755080,4,"A",4
"132272",143281,21,"B",4
"132273",831348,6,"A",4
"132275",513618,9,"A",4
"132278",856400,9,"B",4
"132282",162895,41,"B",4
"132283",993461,45,"A",4
"132285",803991,19,"A",4
"132286",186063,15,"B",4
"132290",437825,32,"B",4
"132293",197965,13,"A",4
"132294",601261,52,"B",4
"132295",931056,15,"A",4
"132297",909150,12,"A",4
"132298",692957,26,"B",4
"132300",263788,82,"B",4
"132301",588275,21,"A",4
"132302",702778,8,"B",4
"132303",308545,44,"A",4
"132306",485249,36,"B",4
"132308",496200,1,"B",4
"132312",759829,5,"B",4
"132316",139223,45,"B",4
"132319",953982,23,"A",4
"132320",234697,7,"B",4
"132323",272777,4,"A",4
"132324",895187,25,"B",4
"132332",293798,5,"B",4
"132334",125392,46,"B",4
"132335",395493,3,"A",4
"132336",155215,25,"B",4
"132340",288595,8,"B",4
"132342",811519,42,"B",4
"132343",129523,7,"A",4
"132347",879697,40,"A",4
"132348",773929,28,"B",4
"132349",366228,5,"A",4
"132350",680419,48,"B",4
"132357",277807,12,"A",4
"132360",581195,27,"B",4
"132362",990199,45,"B",4
"132365",247274,15,"A",4
"132366",188639,2,"B",4
"132369",885629,15,"A",4
"132370",122407,5,"B",4
"132372",635851,38,"B",4
"132374",337719,22,"B",4
"132377",835140,45,"A",4
"132382",554432,12,"B",4
"132387",761094,13,"A",4
"132388",571433,12,"B",4
"132390",707512,15,"B",4
"132391",321978,32,"A",4
"132393",979454,8,"A",4
"132398",125449,30,"B",4
"132399",179960,44,"A",4
"132400",709062,35,"B",4
"132402",644556,5,"B",4
"132403",185862,34,"A",4
"132404",745482,1,"B",4
"132405",749581,26,"A",4
"132406",871958,29,"B",4
"132408",703438,34,"B",4
"132409",697886,29,"A",4
"132410",939014,38,"B",4
"132414",375155,16,"B",4
"132415",168441,17,"A",4
"132419",905647,15,"A",4
"132422",387683,17,"B",4
"132423",570354,34,"A",4
"132425",247915,33,"A",4
"132426",302744,59,"B",4
"132427",648894,13,"A",4
"132428",678683,40,"B",4
"132429",875881,26,"A",4
"132431",289726,8,"A",4
"132432",890799,5,"B",4
"132438",393359,17,"B",4
"132439",772806,21,"A",4
"132441",192917,43,"A",4
"132444",916683,8,"B",4
"132445",756275,13,"A",4
"132446",255724,19,"B",4
"132448",384261,6,"B",4
"132450",301218,10,"B",4
"132451",212622,18,"A",4
"132453",776749,13,"A",4
"132454",154848,38,"B",4
"132458",181049,5,"B",4
"132459",969306,12,"A",4
"132462",984853,4,"B",4
"132467",538678,3,"A",4
"132468",770430,7,"B",4
"132469",511645,18,"A",4
"132470",611835,9,"B",4
"132471",898751,23,"A",4
"132473",226763,7,"A",4
"132474",579783,19,"B",4
"132476",681196,36,"B",4
"132479",254130,39,"A",4
"132480",562547,19,"B",4
"132481",976964,15,"A",4
"132482",601884,21,"B",4
"132483",159416,13,"A",4
"132484",721312,4,"B",4
"132485",176212,3,"A",4
"132486",340793,5,"B",4
"132488",770008,17,"B",4
"132491",265374,45,"A",4
"132492",748523,23,"B",4
"132493",241371,17,"A",4
"132494",662838,6,"B",4
"132495",421475,34,"A",4
"132499",593169,1,"A",4
"132501",383307,23,"A",4
"132502",607358,4,"B",4
"132506",588717,45,"B",4
"132508",799072,6,"B",4
"132509",823738,19,"A",4
"132511",651051,19,"A",4
"132513",378284,50,"A",4
"132514",752979,1,"B",4
"132517",570797,7,"A",4
"132518",716399,1,"B",4
"132519",680286,24,"A",4
"132520",191923,54,"B",4
"132526",575493,21,"B",4
"132529",284242,43,"A",4
"132530",833226,12,"B",4
"132531",847033,17,"A",4
"132533",892002,13,"A",4
"132534",556545,5,"B",4
"132537",687682,8,"A",4
"132542",630800,13,"B",4
"132545",335739,15,"A",4
"132547",760955,4,"A",4
"132548",614389,32,"B",4
"132550",356943,27,"B",4
"132555",477710,23,"A",4
"132556",961642,37,"B",4
"132558",149237,4,"B",4
"132562",384535,15,"B",4
"132565",642126,49,"A",4
"132566",509542,27,"B",4
"132567",314296,49,"A",4
"132569",245924,19,"A",4
"132571",876509,3,"A",4
"132574",974466,25,"B",4
"132576",303425,16,"B",4
"132578",999398,2,"B",4
"132579",885845,38,"A",4
"132580",222449,18,"B",4
"132581",323899,28,"A",4
"132582",811418,19,"B",4
"132583",317206,14,"A",4
"132585",281710,43,"A",4
"132586",190104,64,"B",4
"132587",210963,12,"A",4
"132588",904516,42,"B",4
"132590",526231,32,"B",4
"132592",526722,58,"B",4
"132593",257605,4,"A",4
"132599",414322,9,"A",4
"132600",491796,7,"B",4
"132601",522063,18,"A",4
"132603",772709,4,"A",4
"132605",969782,48,"A",4
"132606",653325,2,"B",4
"132608",699354,52,"B",4
"132612",733139,43,"B",4
"132613",609583,21,"A",4
"132615",183706,13,"A",4
"132616",248866,18,"B",4
"132617",693743,78,"A",4
"132618",139073,12,"B",4
"132620",556341,36,"B",4
"132622",964711,5,"B",4
"132624",399342,10,"B",4
"132628",950759,32,"B",4
"132632",556005,3,"B",4
"132634",979143,28,"B",4
"132635",686200,7,"A",4
"132636",908525,3,"B",4
"132638",865033,45,"B",4
"132639",615863,20,"A",4
"132640",730019,9,"B",4
"132641",592413,1,"A",4
"132643",722656,20,"A",4
"132644",333003,38,"B",4
"132645",586815,19,"A",4
"132646",217647,8,"B",4
"132647",752967,8,"A",4
"132648",898018,6,"B",4
"132649",388043,35,"A",4
"132651",934604,36,"A",4
"132652",483930,7,"B",4
"132655",349444,25,"A",4
"132656",818945,20,"B",4
"132657",602910,10,"A",4
"132659",282318,29,"A",4
"132665",916447,15,"A",4
"132667",639879,16,"A",4
"132669",356689,7,"A",4
"132672",412421,5,"B",4
"132673",496198,29,"A",4
"132674",475141,43,"B",4
"132675",968625,20,"A",4
"132676",933680,31,"B",4
"132677",858980,29,"A",4
"132679",602319,16,"A",4
"132680",701853,6,"B",4
"132681",123989,13,"A",4
"132687",867068,33,"A",4
"132689",996552,9,"A",4
"132690",943486,4,"B",4
"132693",944201,11,"A",4
"132695",945710,22,"A",4
"132696",436578,48,"B",4
"132697",309364,31,"A",4
"132700",391548,13,"B",4
"132701",865366,26,"A",4
"132703",590178,53,"A",4
"132708",970032,18,"B",4
"132709",494896,23,"A",4
"132710",525898,24,"B",4
"132711",413915,34,"A",4
"132712",294904,2,"B",4
"132715",455668,48,"A",4
"132717",704991,12,"A",4
"132719",458940,15,"A",4
"132720",207920,14,"B",4
"132721",948926,8,"A",4
"132722",950105,8,"B",4
"132724",210920,6,"B",4
"132725",576082,7,"A",4
"132728",541322,6,"B",4
"132731",406442,29,"A",4
"132733",220913,29,"A",4
"132741",597633,4,"A",4
"132742",946289,12,"B",4
"132743",252819,7,"A",4
"132744",218344,34,"B",4
"132746",820822,11,"B",4
"132747",981046,25,"A",4
"132748",243627,40,"B",4
"132750",207623,15,"B",4
"132751",834834,38,"A",4
"132753",439419,2,"A",4
"132754",515939,13,"B",4
"132756",178828,17,"B",4
"132757",538926,2,"A",4
"132758",970502,4,"B",4
"132759",539694,41,"A",4
"132762",935426,18,"B",4
"132765",762674,25,"A",4
"132767",671519,31,"A",4
"132768",816192,8,"B",4
"132769",261059,7,"A",4
"132773",695443,16,"A",4
"132774",327798,5,"B",4
"132775",855031,4,"A",4
"132776",780151,31,"B",4
"132777",293208,11,"A",4
"132778",639059,1,"B",4
"132781",508079,11,"A",4
"132785",511215,7,"A",4
"132789",476870,30,"A",4
"132790",158726,56,"B",4
"132792",961888,3,"B",4
"132796",517640,9,"B",4
"132799",577583,18,"A",4
"132804",968373,7,"B",4
"132805",911131,7,"A",4
"132806",257202,37,"B",4
"132809",584205,1,"A",4
"132810",187816,23,"B",4
"132811",267897,13,"A",4
"132812",286880,20,"B",4
"132813",557603,14,"A",4
"132814",454382,8,"B",4
"132817",935722,2,"A",4
"132818",278294,15,"B",4
"132819",278543,22,"A",4
"132820",438238,15,"B",4
"132822",393275,12,"B",4
"132826",548088,42,"B",4
"132827",263370,8,"A",4
"132828",618370,8,"B",4
"132829",920845,2,"A",4
"132830",595142,27,"B",4
"132832",653964,19,"B",4
"132833",224552,9,"A",4
"132834",546803,3,"B",4
"132835",977651,20,"A",4
"132836",698877,8,"B",4
"132837",600417,24,"A",4
"132838",657387,16,"B",4
"132840",517150,18,"B",4
"132841",341475,2,"A",4
"132849",191072,17,"A",4
"132850",408309,54,"B",4
"132856",280550,8,"B",4
"132857",605015,18,"A",4
"132858",581424,17,"B",4
"132860",324630,14,"B",4
"132862",784907,2,"B",4
"132863",961593,1,"A",4
"132864",749300,17,"B",4
"132866",227726,5,"B",4
"132868",350911,22,"B",4
"132871",458598,22,"A",4
"132872",969511,1,"B",4
"132874",450470,22,"B",4
"132877",999878,29,"A",4
"132880",183348,25,"B",4
"132881",266611,18,"A",4
"132884",887285,14,"B",4
"132887",497354,36,"A",4
"132888",299685,51,"B",4
"132889",611941,10,"A",4
"132890",827119,3,"B",4
"132891",482758,28,"A",4
"132893",756699,10,"A",4
"132902",670021,32,"B",4
"132906",407607,1,"B",4
"132908",436874,3,"B",4
"132911",420028,7,"A",4
"132912",770484,16,"B",4
"132914",493595,47,"B",4
"132916",921470,21,"B",4
"132917",903764,7,"A",4
"132920",161290,4,"B",4
"132921",903393,32,"A",4
"132922",316049,8,"B",4
"132923",601748,11,"A",4
"132925",676510,34,"A",4
"132926",620394,25,"B",4
"132927",612937,1,"A",4
"132930",840187,22,"B",4
"132931",676650,35,"A",4
"132933",468054,1,"A",4
"132937",578738,41,"A",4
"132939",712833,6,"A",4
"132940",857563,28,"B",4
"132943",437936,15,"A",4
"132945",293138,20,"A",4
"132947",338578,8,"A",4
"132948",301719,5,"B",4
"132949",764914,6,"A",4
"132950",658202,2,"B",4
"132951",945894,66,"A",4
"132954",430953,14,"B",4
"132955",573930,8,"A",4
"132956",145704,6,"B",4
"132957",911979,23,"A",4
"132959",326802,27,"A",4
"132960",888484,9,"B",4
"132961",253643,6,"A",4
"132963",756257,14,"A",4
"132964",353856,3,"B",4
"132966",417929,8,"B",4
"132970",579271,16,"B",4
"132971",522672,12,"A",4
"132974",776104,7,"B",4
"132975",961906,18,"A",4
"132976",670586,14,"B",4
"132978",220284,4,"B",4
"132980",561954,13,"B",4
"132981",145072,8,"A",4
"132982",367589,24,"B",4
"132983",854380,5,"A",4
"132984",553133,62,"B",4
"132985",485003,7,"A",4
"132986",709250,64,"B",4
"132987",331956,10,"A",4
"132988",860928,1,"B",4
"132989",290622,7,"A",4
"132995",125775,7,"A",4
"132996",683047,50,"B",4
"132998",948521,13,"B",4
"132999",972248,14,"A",4
"133000",573174,4,"B",4
"133002",150313,6,"B",4
"133004",872359,5,"B",4
"133014",376001,22,"B",4
"133017",236997,13,"A",4
"133021",686441,26,"A",4
"133022",869543,16,"B",4
"133024",503089,26,"B",4
"133025",240635,42,"A",4
"133027",303906,27,"A",4
"133028",488806,9,"B",4
"133029",881681,7,"A",4
"133031",722712,4,"A",4
"133032",420026,2,"B",4
"133033",463519,6,"A",4
"133035",997231,16,"A",4
"133037",554995,39,"A",4
"133040",995451,4,"B",4
"133042",316090,14,"B",4
"133046",865360,18,"B",4
"133048",298405,2,"B",4
"133049",368985,46,"A",4
"133050",756582,1,"B",4
"133051",707559,40,"A",4
"133052",816434,1,"B",4
"133054",643004,28,"B",4
"133055",214915,5,"A",4
"133056",334961,46,"B",4
"133057",654938,3,"A",4
"133059",337278,22,"A",4
"133061",609408,15,"A",4
"133062",171147,4,"B",4
"133064",143319,24,"B",4
"133065",541599,44,"A",4
"133066",379558,14,"B",4
"133067",644204,10,"A",4
"133072",460929,15,"B",4
"133076",242062,37,"B",4
"133079",898099,4,"A",4
"133083",205963,27,"A",4
"133086",335346,33,"B",4
"133088",251234,1,"B",4
"133090",397980,29,"B",4
"133091",239078,30,"A",4
"133092",891316,14,"B",4
"133093",534074,47,"A",4
"133094",767713,50,"B",4
"133096",499662,10,"B",4
"133097",201200,16,"A",4
"133099",422309,4,"A",4
"133100",641632,29,"B",4
"133102",924117,3,"B",4
"133104",778926,14,"B",4
"133106",851265,1,"B",4
"133107",953326,32,"A",4
"133110",514121,31,"B",4
"133111",756562,40,"A",4
"133113",747294,18,"A",4
"133117",909638,36,"A",4
"133118",845996,17,"B",4
"133120",388194,11,"B",4
"133122",684430,15,"B",4
"133123",134958,37,"A",4
"133124",155210,36,"B",4
"133126",250426,7,"B",4
"133127",690191,6,"A",4
"133128",499143,3,"B",4
"133129",931226,19,"A",4
"133130",938934,43,"B",4
"133131",933615,14,"A",4
"133132",732647,1,"B",4
"133135",158661,13,"A",4
"133138",933609,15,"B",4
"133140",462970,37,"B",4
"133150",400412,11,"B",4
"133151",706999,36,"A",4
"133152",918751,13,"B",4
"133154",217343,44,"B",4
"133156",273822,30,"B",4
"133157",946007,8,"A",4
"133159",146255,44,"A",4
"133160",711035,44,"B",4
"133161",648391,14,"A",4
"133162",740786,12,"B",4
"133163",370965,14,"A",4
"133164",709051,28,"B",4
"133165",359026,9,"A",4
"133166",870373,40,"B",4
"133167",530916,11,"A",4
"133168",435852,38,"B",4
"133169",628495,46,"A",4
"133171",449315,14,"A",4
"133172",324932,1,"B",4
"133173",327228,37,"A",4
"133175",139804,7,"A",4
"133176",499521,4,"B",4
"133177",586803,40,"A",4
"133179",400649,51,"A",4
"133180",946815,12,"B",4
"133181",707170,28,"A",4
"133183",667720,4,"A",4
"133189",582229,46,"A",4
"133191",844464,28,"A",4
"133192",474271,27,"B",4
"133193",938775,32,"A",4
"133194",382696,15,"B",4
"133195",361739,21,"A",4
"133196",648333,23,"B",4
"133198",538317,2,"B",4
"133200",207313,1,"B",4
"133201",285824,16,"A",4
"133204",448142,2,"B",4
